bnf_name,bnf_code,dose_per_unit,quantity,total_ome
Leveraxo 80mg modified-release tablets,0407020ADBPAGAI,80.0,392.0,62720.0
Mabron_Tab 100mg M/R (Morningside),040702040BHAAAC,100.0,344038.0,3440380.0
Tramadol HCl_Cap 100mg M/R,040702040AAAHAH,100.0,71310166.0,713101660.0
Zydol_Tab Solb 50mg,040702040BBAFAF,50.0,377386.0,1886930.0
Fentanyl_Tab Buccal 600mcg S/F,0407020A0AABFBF,0.6,20943.0,1633554.0
Zydol_Cap 50mg,040702040BBAAAA,50.0,3023288.0,15116440.0
Dromadol SR_Tab 150mg,040702040BEACAD,150.0,3316.0,49740.0
Morph Sulph_Inj 100mg/50ml Vl,0407020Q0AAELEL,100.0,269.0,53800.0
Pethidine HCl_Inj 10mg/ml 1ml Amp,0407020V0AAAZAZ,10.0,258.0,619.2
Diamorph HCl_Reefer 60mg,0407020K0AACGCG,60.0,84.0,5040.0
Diamorph HCl_Inj 15mg Amp,0407020K0AAACAC,15.0,15.0,675.0
Mezolar Matrix 50micrograms/hour transdermal patches,0407020A0BFACAF,3.6,1028543.0,370275480.0
Fentanyl 12micrograms/hour transdermal patches,0407020A0AAAUAU,0.864,5225206.0,451457798.4
Codeine 25mg/5ml oral solution,0407020C0AAABAB,5.0,46459552.0,23229776.0
Oxypro 30mg modified-release tablets,0407020ADBSAEAR,30.0,532427.0,31945620.0
Meptid 200mg tablets,0407020L0BBAAAB,200.0,1424418.0,8546508.0
Oxylan 10mg modified-release tablets (Chanelle Medical),0407020ADBFABAF,10.0,116413.0,2328260.0
Ixyldone 15mg modified-release tablets,0407020ADBTACAS,15.0,1820.0,54600.0
Mylafent 75micrograms/hour transdermal patches,0407020A0BUADAG,5.4,1128.0,609120.0
Kapake Insts 30mg/500mg effervescent powder sachets,0407010F0BHABAQ,30.0,50.0,150.0
BuTrans_Transdermal Patch 10mcg/hr,0407020B0BEABAI,1.68,1913910.0,321536880.0
Physeptone_Inj 10mg/ml 1ml Amp,0407020M0BBABAV,10.0,38608.0,1158240.0
Mabron_Tab 200mg M/R (Teva),040702040BHAFAE,200.0,32172.0,643440.0
Instanyl_Nsl Spy 200mcg (20D),0407020A0BNAFBM,4.0,179.0,114560.0
Pethidine HCl_Liq Spec 10mg/5ml,0407020V0AABABA,2.0,350.0,70.0
Sevodyne 5micrograms/hour transdermal patches,0407020B0BMAAAH,0.84,305588.0,25669392.0
Codipar 15mg/500mg capsules,0407010F0BVABAV,15.0,2541810.0,3812715.0
OxyContin 5mg modified-release tablets,0407020ADBCAEAK,5.0,3952103.0,39521030.0
Hydromorphone 16mg modified-release capsules,040702050AAAAAA,16.0,187714.0,15017120.0
Tramadol 75mg modified-release tablets,040702040AAAPAP,75.0,84412.0,633090.0
Zydol XL 300mg tablets,040702040BBAIAM,300.0,73591.0,2207730.0
Opiodur 12micrograms/hour transdermal patches (Zentiva),0407020A0BRAKAU,0.864,974.0,84153.6
Fentanyl 1.2mg lozenges,0407020A0AAANAN,1.2,132526.0,15903120.0
Dropizol 10mg/ml oral drops,0407020W0BBAAAA,,10.0,
Morphine sulfate powder,0407020Q0AAANAN,,56.0,
Buprenorphine_Patch 20mcg/hr (7day),0407020B0AAAJAJ,3.36,2631877.0,884310672.0
Morph Sulph_Tab 10mg,0407020Q0AACDCD,10.0,8033166.0,80331660.0
Durogesic DTrans_T/Derm Patch 100mcg,0407020A0BBALAH,7.2,1152865.0,830062800.0
Transtec_T/Derm Patch 35mcg/hr (20mg),0407020B0BDAAAE,3.36,376292.0,126434112.0
Meptazinol HCl_Inj 100mg/ml 1ml Amp,0407020L0AAAAAA,100.0,1824.0,5472.0
Palexia_Tab 75mg,0407020AGBBABAB,75.0,17812.0,534360.0
Paracet/Dihydrocod_Tab Sol 500mg/7.46mg,0407010N0AAAKAK,7.46,7390.0,5512.94
Morph Sulph_Inj 5mg/1ml Amp,0407020Q0AAA2A2,5.0,65.0,650.0
Buplast 35micrograms/hour transdermal patches,0407020B0BNAAAE,3.36,4938.0,1659168.0
Renocontin 10mg modified-release tablets,0407020ADBRABAF,10.0,213038.0,4260760.0
Oxycodone 5mg/5ml oral solution,0407020ADAAAJAJ,1.0,172043.0,344086.0
Diamorphine 500mg powder for solution for injection vials,0407020K0AAEIEI,500.0,2754.0,4131000.0
Fentanyl 133microgram sublingual tablets sugar free,0407020A0AABXBX,0.133,320.0,5532.8
Marol 150mg modified-release tablets (Morningside),040702040BNABAD,150.0,43780.0,656700.0
Buprenorphine_Patch 70mcg/hr (96hr),0407020B0AAAGAG,6.72,710966.0,477769152.0
Dhc Continus_Tab 90mg,0407020G0BBABAE,90.0,1124791.0,10123119.0
Mst Continus_Susp Gran Sach 30mg,0407020Q0BBAGCP,30.0,253789.0,7613670.0
Effentora_Tab Buccal 100mcg,0407020A0BKAABC,0.1,27954.0,363402.0
Victanyl_Transdermal Patch 25mcg/hr,0407020A0BMAAAE,1.8,6497.0,1169460.0
Minjet_Morph Sulf 1mg/ml 10ml Pfs,0407020Q0BEABFJ,300.0,5.0,3000.0
Morph HCl_(S),0407020P0AAADAD,,0.0,
Zapain 30mg/500mg tablets,0407010F0BSAAAH,30.0,2263270512.0,6789811536.0
Morphine 20mg tablets,0407020Q0AACECE,20.0,8538209.0,170764180.0
Abtard 10mg modified-release tablets,0407020ADBMABAF,10.0,953208.0,19064160.0
Oxycodone 5mg / Naloxone 2.5mg modified-release tablets,0407020AFAAACAC,5.0,2613382.0,26133820.0
Fentanyl 400microgram lozenges,0407020A0AAAJAJ,0.4,1037639.0,41505560.0
Methadone 50mg/5ml solution for injection ampoules,0407020M0AAANAN,50.0,40541.0,6081150.0
Morphine sulfate 10mg/1ml inj pre-filled syringes,0407020Q0AAFCFC,10.0,106.0,2120.0
Methadone 35mg/3.5ml solution for injection ampoules,0407020M0AAATAT,35.0,6034.0,633570.0
Pethidine 50mg/5ml oral solution,0407020V0AAATAT,10.0,4349.0,43490.0
Mst Continus_Tab 15mg,0407020Q0BBALCF,15.0,6673412.0,100101180.0
Tramadol HCl_Tab 150mg M/R           &gn,040702040AAAWAW,150.0,234485.0,3517275.0
Hydromorphone HCl_Inj 50mg/ml 1ml Amp,040702050AAAIAI,50.0,453.0,113250.0
Longtec 30mg modified-release tablets,0407020ADBEAHAR,30.0,11158249.0,669494940.0
Codipar 15mg/500mg tablets,0407010F0BVAAAK,15.0,6369972.0,9554958.0
OxyNorm 20mg/2ml solution for injection ampoules,0407020ADBBAGAM,20.0,27371.0,1094840.0
MST Continus suspension 100mg granules sachets,0407020Q0BBAIDD,100.0,112703.0,11270300.0
Ixyldone 10mg modified-release tablets,0407020ADBTABAF,10.0,7512.0,150240.0
Invodol SR 200mg tablets,040702040BTACAE,200.0,47276.0,945520.0
Diamorphine 10mg/5ml oral solution,0407020K0AADIDI,2.0,14796.0,29592.0
Diamorphine 50mg impregnated cigarettes,0407020K0AADLDL,,384.0,
Fentanyl_Transdermal Patch 25mcg/hr,0407020A0AAAEAE,1.8,5316474.0,956965320.0
Pethidine HCl_Inj 50mg/ml 2ml Amp,0407020V0AAAEAE,100.0,153178.0,3676272.0
Zamadol SR_Cap 100mg,040702040BDACAH,100.0,1667883.0,16678830.0
Fentanyl_Nsl Spy 100mcg (8D),0407020A0AABNBN,0.8,9358.0,1197824.0
Physeptone_Inj 50mg/ml 1ml Amp,0407020M0BBAIAC,50.0,32280.0,4842000.0
Filnarine SR_Tab 200mg,0407020Q0BMAEAG,200.0,2493.0,498600.0
Oxylan_Tab 10mg M/R,0407020ADBFABAF,10.0,9192.0,183840.0
Morph Sulph_Gel 0.1%,0407020Q0AAFSFS,,924.0,
Oxylan_Tab 20mg M/R (Actavis UK Ltd),0407020ADBFAHAG,20.0,504.0,20160.0
Oramorph UDV_Oral Soln 30mg/5ml S/F,0407020Q0BCAICT,30.0,60.0,1800.0
Solpadol 30mg/500mg effervescent tablets,0407010F0BGAAAF,30.0,84343273.0,253029819.0
Buprenorphine 10micrograms/hour transdermal patches,0407020B0AAAIAI,1.68,8525322.0,1432254096.0
Morphgesic SR 60mg tablets,0407020Q0BNACAI,60.0,1678735.0,100724100.0
MXL 120mg capsules,0407020Q0BIADDV,120.0,384447.0,46133640.0
Oxeltra 40mg modified-release tablets,0407020ADBLAEAH,40.0,603712.0,48296960.0
Zytram SR 100mg tablets,040702040BVACAC,100.0,34416.0,344160.0
Co-codaprin 8mg/400mg tablets,0407010M0AAAAAA,8.0,3550.0,2840.0
Dolocodon PR 40mg tablets,0407020ADBIABAH,40.0,392.0,31360.0
Morphine sulfate 1mg/5ml oral solution,0407020Q0AAFHFH,10.0,1200.0,12000.0
Fencino_Transdermal Patch 75mcg/hr,0407020A0BQADAG,5.4,79270.0,42805800.0
Oxycodone HCl/NaloxoneHCl_Tab 5/2.5mgM/R,0407020AFAAACAC,5.0,1563122.0,15631220.0
Oxycodone HCl_Tab 80mg M/R,0407020ADAAAIAI,80.0,5728659.0,916585440.0
Palexia_SR Tab 250mg,0407020AGBBAGAG,250.0,11955.0,1195500.0
Instanyl_Nsl Spy 50mcg (10D),0407020A0BNAABH,0.5,221.0,17680.0
Synastone_Inj 10mg/ml 1ml Amp,0407020M0BCAAAV,10.0,204.0,6120.0
MST Continus 5mg tablets,0407020Q0BBAKCG,5.0,21461178.0,107305890.0
Buprenorphine 20micrograms/hour transdermal patches,0407020B0AAAJAJ,3.36,4452012.0,1495876032.0
Oxeltra 60mg modified-release tablets,0407020ADBLADAQ,60.0,241009.0,28921080.0
Fentalis Reservoir 25micrograms/hour transdermal patches,0407020A0BGAAAE,1.8,32309.0,5815620.0
Fentanyl 50micrograms/dose nasal spray,0407020A0AABHBH,0.5,2092.0,167360.0
Cynril 200microgram loz with integral oromucosal applicator,0407020A0BWAAAI,0.2,6932.0,138640.0
Tylex 30mg/500mg effervescent tablets,0407010F0BEABAF,30.0,3122581.0,9367743.0
Ixyldone 5mg modified-release tablets,0407020ADBTAAAK,5.0,1421.0,14210.0
Hydromorphone HCl_Cap 8mg M/R,040702050AAACAC,8.0,193512.0,7740480.0
Tramquel SR_Cap 150mg,040702040BJACAI,150.0,43839.0,657585.0
Diamorph HCl_Cap 100mg,0407020K0AACZCZ,100.0,15414.0,1541400.0
Morph Sulph_I/V Inf 100mg/50ml Pfs,0407020Q0AAFTFT,100.0,10.0,2000.0
Zapain 30mg/500mg capsules,0407010F0BSABAD,30.0,223154862.0,669464586.0
Codeine 30mg tablets,0407020C0AAAEAE,30.0,1838018287.0,5514054861.0
Diamorphine 5mg powder for solution for injection ampoules,0407020K0AAAAAA,5.0,1839152.0,27587280.0
Fentanyl 75micrograms/hour transdermal patches,0407020A0AAAGAG,5.4,1423448.0,768661920.0
Hydromorphone 1.3mg capsules,040702050AAAEAE,1.3,1129337.0,7340690.5
Tapentadol 75mg tablets,0407020AGAAABAB,75.0,868927.0,26067810.0
Opiodur 12micrograms/hour transdermal patches (RX Farma),0407020A0BRAFAU,0.864,2137.0,184636.8
Ixyldone 30mg modified-release tablets,0407020ADBTAEAR,30.0,1722.0,103320.0
Zomestine 20mg modified-release tablets,0407020ADBNAEAG,20.0,27986.0,1119440.0
Leveraxo 40mg modified-release tablets,0407020ADBPAEAH,40.0,658.0,52640.0
Oramorph 100mg/5ml oral solution unit dose vials,0407020Q0BCAJCU,100.0,90.0,9000.0
Tramadol HCl_Cap 50mg,040702040AAAAAA,50.0,2046066124.0,10230330620.0
Zomorph_Cap 100mg,0407020Q0BKADEB,100.0,5049178.0,504917800.0
Morph HCl_Suppos 10mg,0407020P0AAAQAQ,10.0,1802.0,18020.0
Targinact_Tab 10mg/5mg M/R,0407020AFBBAAAA,10.0,2045187.0,40903740.0
Tapentadol HCl_Tab 100mg M/R,0407020AGAAADAD,100.0,626920.0,25076800.0
Effentora_Tab Buccal 600mcg,0407020A0BKADBF,0.6,8758.0,683124.0
Buprenorphine 400microgram sublingual tablets sugar free,0407020B0AAADAD,0.4,27727509.0,665460216.0
Palexia SR 200mg tablets,0407020AGBBAFAF,200.0,213011.0,17040880.0
Abtard 40mg modified-release tablets,0407020ADBMAEAH,40.0,472082.0,37766560.0
Actiq 600microgram loz with integral oromucosal applicator,0407020A0BCACAK,0.6,82793.0,4967580.0
Solpadeine Plus tablets,0407010X0BMAAAJ,8.0,135193.0,108154.4
Dextroprop_Cap 60mg,0407020E0AAAAAA,60.0,56.0,336.0
Tilofyl 25micrograms/hour transdermal patches,0407020A0BDAAAE,1.8,1188.0,213840.0
Tilofyl 100micrograms/hour transdermal patches,0407020A0BDADAH,7.2,535.0,385200.0
Diamorphine 30mg impregnated cigarettes,0407020K0AABFBF,30.0,252.0,7560.0
Matrifen_Patch 50mcg/hr,0407020A0BEACAF,3.6,1221249.0,439649640.0
Co-Codamol_Tab Eff 15mg/500mg S/F,0407010F0AAAWAW,15.0,4522466.0,6783699.0
Marol_Tab 150mg M/R,040702040BNABAD,150.0,877336.0,13160040.0
Filnarine SR_Tab 60mg,0407020Q0BMACAI,60.0,158255.0,9495300.0
Dihydrocodeine Tart_Inj 50mg/ml 1ml Amp,0407020G0AAABAB,50.0,16113.0,80565.0
Morph Sulf_Inj 30mg/ml 10ml Amp,0407020Q0AAFKFK,300.0,56.0,33600.0
Matrifen 12micrograms/hour transdermal patches,0407020A0BEAAAU,0.864,7070068.0,610853875.2
Abstral 100microgram sublingual tablets,0407020A0BJAAAW,0.1,667943.0,8683259.0
BuTrans 20micrograms/hour transdermal patches,0407020B0BEACAJ,3.36,1794932.0,603097152.0
Oramorph 20mg/ml concentrated oral solution,0407020Q0BCABA6,20.0,9231017.0,184620340.0
Co-dydramol 10mg/500mg/5ml oral solution,0407010N0AAACAC,2.0,86054.0,17210.8
Physeptone 20mg/2ml solution for injection ampoules,0407020M0BBACA3,20.0,1617.0,97020.0
Mylafent 25micrograms/hour transdermal patches,0407020A0BUABAE,1.8,1192.0,214560.0
Kapake 15mg/500mg tablets,0407010F0BHAFAK,15.0,953853.0,1430779.5
Morphine sulfate 2mg/10ml solution for injection ampoules,0407020Q0AAAAAA,2.0,35.0,140.0
Temgesic 300micrograms/1ml solution for injection ampoules,0407020B0BBABAA,0.3,3282.0,98460.0
Recivit 267microgram sublingual tablets,0407020A0BTADBZ,0.267,2268.0,78722.28
Maxitram SR_Cap 200mg,040702040BPADAJ,200.0,446929.0,8938580.0
Morph Sulph_Tab 10mg M/R,0407020Q0AAAKAK,10.0,28682706.0,286827060.0
Migraleve_Yellow Tab,0407010F0BXAAAX,8.0,876259.0,701007.2
Morph Sulf_Cap 10mg M/R,0407020Q0AAEFEF,10.0,4242098.0,42420980.0
Abstral_Tab Sublingual 300mcg,0407020A0BJACAY,0.3,27916.0,1088724.0
Morph Sulph_Cap 90mg M/R,0407020Q0AADUDU,90.0,178824.0,16094160.0
Durogesic_Transdermal Patch 25mcg,0407020A0BBAAAE,1.8,445.0,80100.0
Aceon_Tab 200mg M/R,040702040BRACAE,200.0,116.0,2320.0
Co-codamol 8mg/500mg effervescent tablets,0407010F0AAACAC,8.0,232744400.0,186195520.0
Pethidine 50mg/1ml solution for injection ampoules,0407020V0AAAAAA,50.0,282805.0,3393660.0
Dihydrocodeine 40mg tablets,0407020G0AAAIAI,40.0,10537332.0,42149328.0
Oxypro 80mg modified-release tablets,0407020ADBSAHAI,80.0,251390.0,40222400.0
Maxitram SR 150mg capsules,040702040BPACAI,150.0,726825.0,10902375.0
Zamadol SR 150mg capsules,040702040BDADAI,150.0,399393.0,5990895.0
Myloxifin 10mg/5mg modified-release tablets,0407020AFBCAAAA,10.0,112.0,2240.0
Morphine sulfate 5mg/5ml oral solution,0407020Q0AADNDN,1.0,7810.0,7810.0
Morphine sulfate 100mg/50ml solution for infusion vials,0407020Q0AAELEL,100.0,216.0,43200.0
Dromadol SR 100mg tablets,040702040BEABAC,100.0,396.0,3960.0
Osmach_Transdermal Patch 25mcg/hr,0407020A0BHAAAE,1.8,1588.0,285840.0
Larapam SR_Tab 200mg,040702040BGACAJ,200.0,16693.0,333860.0
Shortec 5mg capsules,0407020ADBJAAAC,5.0,35415646.0,354156460.0
Co-dydramol 30mg/500mg tablets,0407010N0AAAIAI,30.0,45152276.0,135456828.0
Butec 15micrograms/hour transdermal patches,0407020B0BHADAK,2.52,1514633.0,381687516.0
Pentazocine 25mg tablets,0407020T0AAABAB,25.0,898048.0,8306944.0
Oxypro 5mg modified-release tablets,0407020ADBSAAAK,5.0,948906.0,9489060.0
Tephine 200microgram sublingual tablets,0407020B0BFAAAB,0.2,83246.0,998952.0
Victanyl 50micrograms/hour transdermal patches,0407020A0BMABAF,3.6,19318.0,6954480.0
Zydol XL 400mg tablets,040702040BBAJAN,400.0,99188.0,3967520.0
PecFent 400micrograms/dose nasal spray,0407020A0BPABBP,1.6,127627.0,32672512.0
Morphine sulfate 10mg/2ml solution for injection ampoules,0407020Q0AABCBC,10.0,198.0,3960.0
Morphine sulfate 10mg/10ml inj Minijet pre-filled syringes,0407020Q0BEABFJ,300.0,50.0,30000.0
Pentazocine 50mg suppositories,0407020U0AAABAB,50.0,98.0,1813.0
Codeine Phos_Tab 15mg,0407020C0AAADAD,15.0,322698550.0,484047825.0
Morph Sulph_Tab 30mg M/R,0407020Q0AAALAL,30.0,15162344.0,454870320.0
Kapake_Cap 30mg/500mg,0407010F0BHADAD,30.0,10418348.0,31255044.0
Morph Sulf_Oral Soln 10mg/5ml Udv S/F,0407020Q0AACSCS,10.0,302.0,3020.0
Targinact_Tab 20mg/10mg M/R,0407020AFBBABAB,20.0,1632572.0,65302880.0
Zeridame SR_Tab 200mg,040702040BLACAE,200.0,24813.0,496260.0
Methadone HCl_Cap 30mg,0407020M0AABIBI,30.0,21112.0,1900080.0
Dromadol SR_Tab 200mg,040702040BEADAE,200.0,6174.0,123480.0
Diamorph HCl_Liq Spec 130mg/5ml,0407020K0AAFNFN,26.0,27000.0,702000.0
Morph Sulph_Oral Soln 100mg/5ml Udv S/F,0407020Q0AACUCU,100.0,105.0,10500.0
Codeine Phos_Suppos 10mg,0407020C0AAALAL,10.0,118.0,118.0
Tapentadol 200mg modified-release tablets,0407020AGAAAFAF,200.0,3747465.0,299797200.0
Tramadol 200mg modified-release tablets,040702040AAAEAE,200.0,16522638.0,330452760.0
Oxycodone 40mg modified-release tablets,0407020ADAAAHAH,40.0,10875303.0,870024240.0
OxyContin 15mg modified-release tablets,0407020ADBCAIAS,15.0,1019647.0,30589410.0
Palexia SR 150mg tablets,0407020AGBBAEAE,150.0,210712.0,12642720.0
Zamadol 50mg capsules,040702040BDAAAA,50.0,544278.0,2721390.0
Onexila XL 80mg tablets,0407020ADBQADAI,80.0,2337.0,373920.0
Opiodur 100micrograms/hour transdermal patches (Pfizer),0407020A0BRADAH,7.2,886.0,637920.0
Generic Solpadeine Plus tablets,0407010X0AAAJAJ,8.0,894.0,715.2
Morphine sulfate 20mg/2ml solution for injection ampoules,0407020Q0AADIDI,20.0,50.0,2000.0
Morph Sulph_Inj 20mg/1ml Amp,0407020Q0AAAFAF,20.0,83526.0,3341040.0
Morph/Cyclizine_Inj 15mg/50mg 1ml Amp,040702020AAABAB,15.0,3853.0,115590.0
MXL_Cap 30mg,0407020Q0BIAAEG,30.0,302501.0,9075030.0
Tramulief SR_Tab 150mg,040702040BKABAD,150.0,647712.0,9715680.0
Morph Sulf_Tab 15mg M/R,0407020Q0AACFCF,15.0,838658.0,12579870.0
Morph Sulf_Suppos 10mg,0407020Q0AACQCQ,10.0,3354.0,33540.0
Zeridame SR_Tab 150mg,040702040BLABAD,150.0,6305.0,94575.0
Hydromorphone HCl_Inj 20mg/ml 1ml Amp,040702050AAAHAH,20.0,210.0,21000.0
Zomorph 10mg modified-release capsules,0407020Q0BKAAEF,10.0,324533303.0,3245333030.0
Morphine 10mg modified-release tablets,0407020Q0AAAKAK,10.0,71442662.0,714426620.0
Longtec 40mg modified-release tablets,0407020ADBEADAH,40.0,20381233.0,1630498640.0
MST Continus suspension 30mg granules sachets,0407020Q0BBAGCP,30.0,492723.0,14781690.0
Victanyl 25micrograms/hour transdermal patches,0407020A0BMAAAE,1.8,27535.0,4956300.0
Morphine sulfate 10mg suppositories,0407020Q0AACQCQ,10.0,68752.0,687520.0
Morphine sulfate 20mg suppositories,0407020Q0AACRCR,20.0,1914.0,38280.0
Trapadex 37.5mg/325mg tablets,040702040BYAAAU,37.5,60.0,225.0
Co-Dydramol_Tab 10mg/500mg,0407010N0AAAAAA,10.0,1145205459.0,1145205459.0
Tramadol HCl_Tab 50mg M/R,040702040AAAYAY,50.0,10796878.0,53984390.0
Zapain_Tab 30mg/500mg,0407010F0BSAAAH,30.0,163725084.0,491175252.0
Morph Sulph_Cap 200mg M/R,0407020Q0AAEIEI,200.0,286299.0,57259800.0
Mst Continus_Susp Gran Sach 20mg,0407020Q0BBAFCV,20.0,472717.0,9454340.0
Longtec_Tab 80mg M/R,0407020ADBEAEAI,80.0,155155.0,24824800.0
Diamorph HCl_Liq Spec 10mg/5ml,0407020K0AADIDI,2.0,17220.0,34440.0
Co-codamol 30mg/500mg capsules,0407010F0AAADAD,30.0,1392070584.0,4176211752.0
OxyNorm 10mg/ml concentrate oral solution,0407020ADBBABAB,10.0,7383285.0,147665700.0
Tradorec XL 300mg tablets,040702040BIACAM,300.0,140484.0,4214520.0
Reltebon 15mg modified-release tablets,0407020ADBKAFAS,15.0,397960.0,11938800.0
Buplast 70micrograms/hour transdermal patches,0407020B0BNACAG,6.72,3644.0,2448768.0
Opiodur 50micrograms/hour transdermal patches (Zentiva),0407020A0BRAMAF,3.6,699.0,251640.0
Opiodur 75micrograms/hour transdermal patches (RX Farma),0407020A0BRAIAG,5.4,699.0,377460.0
Cynril 600microgram loz with integral oromucosal applicator,0407020A0BWACAK,0.6,807.0,48420.0
Recivit 133microgram sublingual tablets,0407020A0BTAABX,0.133,484.0,8368.36
Codeine Phos_Tab 60mg,0407020C0AAAFAF,60.0,15474157.0,92844942.0
Fentanyl_Loz 200mcg,0407020A0AAAIAI,0.2,1034599.0,20691980.0
Sevredol_Tab 10mg,0407020Q0BHACCD,10.0,10347578.0,103475780.0
Temgesic_Tab Subling 200mcg,0407020B0BBAAAB,0.2,3755678.0,45068136.0
Morph Sulf_Tab 50mg,0407020Q0AADRDR,50.0,225501.0,11275050.0
Codis 500_Tab 500mg/8mg,0407010W0BHAAAD,8.0,27118.0,21694.4
Fentanyl_Nsl Spy 200mcg/0.1ml Ud (6D),0407020A0AABQBQ,0.2,255.0,8160.0
Fentanyl_Patch Self-Adh 4.2mg/72hrs,0407020A0AAAQAQ,1.8,28.0,5040.0
Morph Sulph_Inj 4mg/10ml Amp,0407020Q0AAA5A5,4.0,14.0,112.0
Longtec 60mg modified-release tablets,0407020ADBEAIAQ,60.0,4962046.0,595445520.0
Dihydrocodeine 10mg/5ml oral solution,0407020G0AAAAAA,2.0,6435290.0,1287058.0
Oxycodone 20mg / Naloxone 10mg modified-release tablets,0407020AFAAABAB,20.0,4513579.0,180543160.0
Oxycodone 20mg/2ml solution for injection ampoules,0407020ADAAAMAM,20.0,548947.0,21957880.0
Bupramyl 20micrograms/hour transdermal patches,0407020B0BQACAJ,3.36,1241.0,416976.0
Paracodol 8mg/500mg capsules,0407010F0BBAAAB,8.0,2170.0,1736.0
Morphine sulfate 50mg/5ml solution for injection ampoules,0407020Q0AAFWFW,50.0,43.0,4300.0
Dolocodon PR 5mg tablets,0407020ADBIACAK,5.0,56.0,560.0
Instanyl 50micrograms/dose nasal spray,0407020A0BNAIBH,0.5,120.0,9600.0
Matrifen_Patch 25mcg/hr,0407020A0BEABAE,1.8,2006754.0,361215720.0
Morph Sulph_Tab 15mg M/R,0407020Q0AACFCF,15.0,2853711.0,42805665.0
Transtec_T/Derm Patch 70mcg/hr (40mg),0407020B0BDACAG,6.72,251851.0,169243872.0
Fentanyl_Tab Buccal 200mcg S/F,0407020A0AABDBD,0.2,195532.0,5083832.0
Oxycodone HCl_Tab 60mg M/R,0407020ADAAAQAQ,60.0,1141216.0,136945920.0
Diamorph HCl_Liq Spec 180mg/5ml,0407020K0AADVDV,36.0,6650.0,239400.0
Zydol XL_Tab 200mg,040702040BBAHAE,200.0,83134.0,1662680.0
Morph Sulph_Inj 60mg/2ml Amp,0407020Q0AAAMAM,60.0,42426.0,5091120.0
Methadone HCl_Cap 50mg,0407020M0AABLBL,50.0,902.0,135300.0
Diamorph HCl_Liq Spec 250mg/5ml,0407020K0AAFFFF,50.0,200.0,10000.0
Reletrans 15micrograms/hour transdermal patches,0407020B0BKACAK,2.52,157532.0,39698064.0
Buprenorphine 15micrograms/hour transdermal patches,0407020B0AAAKAK,2.52,599206.0,150999912.0
Zydol SR 100mg tablets,040702040BBACAC,100.0,3713722.0,37137220.0
Tramadol 50mg soluble tablets sugar free,040702040AAAFAF,50.0,12221692.0,61108460.0
Renocontin 60mg modified-release tablets,0407020ADBRAGAQ,60.0,26522.0,3182640.0
Onexila XL 40mg tablets,0407020ADBQACAH,40.0,6009.0,480720.0
Shortec 50mg/1ml solution for injection ampoules,0407020ADBJAFAN,50.0,3595.0,359500.0
Ixyldone 40mg modified-release tablets,0407020ADBTAFAH,40.0,2224.0,177920.0
Morphine sulfate 300mg/10ml solution for injection ampoules,0407020Q0AAFKFK,300.0,47.0,28200.0
Oxycodone HCl_Tab 40mg M/R,0407020ADAAAHAH,40.0,12121566.0,969725280.0
Morph Sulph_Tab 200mg M/R,0407020Q0AAAGAG,200.0,363233.0,72646600.0
Palladone-SR_Cap 4mg,040702050BBADAG,4.0,101317.0,2026340.0
Morphgesic SR_Tab 100mg,0407020Q0BNADAH,100.0,505057.0,50505700.0
Diamorph HCl_Liq Spec 5mg/5ml,0407020K0AADKDK,1.0,6745.0,6745.0
Instanyl_Nsl Spy 50mcg/0.1ml Ud (6D),0407020A0BNAIBS,0.6,113.0,10848.0
Co-codamol 15mg/500mg tablets,0407010F0AAAKAK,15.0,878837578.0,1318256367.0
Dihydrocodeine 90mg modified-release tablets,0407020G0AAAEAE,90.0,14227828.0,128050452.0
Marol 150mg modified-release tablets (Teva),040702040BNAEAD,150.0,11246384.0,168695760.0
Oxycodone 20mg capsules,0407020ADAAAEAE,20.0,12439644.0,497585760.0
MST Continus 200mg tablets,0407020Q0BBAEAG,200.0,1080055.0,216011000.0
Methadone 50mg/2ml solution for injection ampoules,0407020M0AAA6A6,50.0,20260.0,3039000.0
Hydromorphone 24mg modified-release capsules,040702050AAABAB,24.0,124721.0,14966520.0
Opiodur 75micrograms/hour transdermal patches (Pfizer),0407020A0BRACAG,5.4,1043.0,563220.0
Effentora 600microgram buccal tablets,0407020A0BKADBF,0.6,64770.0,5052060.0
Morphine sulfate 50mg/50ml solution for infusion vials,0407020Q0AAENEN,50.0,1756.0,175600.0
Opiodur 25micrograms/hour transdermal patches (Zentiva),0407020A0BRALAE,1.8,901.0,162180.0
Methadone 100mg capsules,0407020M0AABMBM,100.0,27346.0,8203800.0
Myloxifin 40mg/20mg modified-release tablets,0407020AFBCACAD,40.0,112.0,8960.0
Pethidine 10mg/5ml oral solution,0407020V0AABABA,2.0,84.0,16.8
Co-Codamol_Tab 8mg/500mg,0407010F0AAAAAA,8.0,1359640369.0,1087712295.2
Oxycodone HCl_Tab 20mg M/R,0407020ADAAAGAG,20.0,21752187.0,870087480.0
OxyContin_Tab 60mg M/R,0407020ADBCAGAQ,60.0,614372.0,73724640.0
Panadol Ultra_Tab 12.8mg/500mg,0407010F0BIAAAP,12.8,65499.0,83838.72
Tramacet_Tab Eff 37.5mg/325mg,040702040BFABBA,37.5,493041.0,1848903.75
Morph Sulf_Inj 60mg/2ml Amp,0407020Q0AAAMAM,60.0,16490.0,1978800.0
