bnf_name,bnf_code,dose_per_unit,quantity,total_ome
Zomorph_Cap 200mg,0407020Q0BKAEEI,200.0,1229216.0,245843200.0
DF 118 Fte_Tab 40mg,0407020G0BCADAI,40.0,918354.0,3673416.0
Codeine Phos_Oral Soln 25mg/5ml,0407020C0AAABAB,5.0,24328386.0,12164193.0
Paracet/Dihydrocodeine_Tab 500mg/20mg,0407010N0AAAHAH,20.0,6116139.0,12232278.0
Morph Sulf_Tab 20mg,0407020Q0AACECE,20.0,969260.0,19385200.0
Temgesic_Tab Subling 400mcg,0407020B0BBADAD,0.4,1275377.0,30609048.0
Oxycodone HCl/NaloxoneHCl_Tab 5/2.5mgM/R,0407020AFAAACAC,5.0,1563122.0,11723415.0
Zamadol 24hr_Tab 400mg,040702040BDAKAN,400.0,72691.0,2907640.0
Tramquel SR_Cap 50mg,040702040BJAAAG,50.0,90475.0,452375.0
Fentanyl_Tab Buccal 200mcg S/F,0407020A0AABDBD,0.2,195532.0,5083832.0
Marol_Tab 100mg M/R (Teva),040702040BNAFAC,100.0,2900449.0,29004490.0
Matrifen_Patch 75mcg/hr,0407020A0BEADAG,5.4,584917.0,315855177.47
Oxycodone HCl_Oral Soln 10mg/1ml S/F,0407020ADAAABAB,10.0,5498367.0,82475505.0
Tramadol/Paracet_Tab Eff 37.5/325mg S/F,040702040AABABA,37.5,845225.0,3169593.75
Maxitram SR_Cap 50mg,040702040BPAAAG,50.0,829575.0,4147875.0
Tapentadol HCl_Tab 150mg M/R,0407020AGAAAEAE,150.0,202970.0,12178200.0
Actiq_Loz 200mcg,0407020A0BCAAAI,0.2,101268.0,2632968.0
Fencino_Transdermal Patch 50mcg/hr,0407020A0BQACAF,3.6,172346.0,62044559.5
Solpadeine Plus_Cap,0407010X0BMACA0,8.0,173657.0,138925.6
Zydol SR_Tab 200mg,040702040BBAEAE,200.0,1105564.0,22111280.0
Mabron_Tab 150mg M/R (Morningside),040702040BHABAD,150.0,43639.0,654585.0
Codipar_Tab 15mg/500mg,0407010F0BVAAAK,15.0,1842953.0,2764429.5
Dhc Continus_Tab 90mg,0407020G0BBABAE,90.0,1124791.0,10123119.0
Cyclimorph 15_Inj 1ml Amp,040702020BBABAB,15.0,56021.0,1680630.0
Fencino_Transdermal Patch 75mcg/hr,0407020A0BQADAG,5.4,79270.0,42805799.66
Diconal_Tab,0407020H0BBAAAB,10.0,1163166.0,5815830.0
Solpadeine Plus_Tab Solb,0407010X0BMABA0,8.0,684697.0,547757.6
Kapake_Tab 15mg/500mg,0407010F0BHAFAK,15.0,320961.0,481441.5
Morph Sulph_Cap 200mg M/R,0407020Q0AAEIEI,200.0,286299.0,57259800.0
Mst Continus_Tab 200mg,0407020Q0BBAEAG,200.0,1018257.0,203651400.0
Morph Sulph_Cap 100mg M/R,0407020Q0AAEBEB,100.0,1001728.0,100172800.0
Hydromorphone HCl_Cap 4mg M/R,040702050AAAGAG,4.0,246987.0,4939740.0
Tapentadol HCl_Tab 250mg M/R,0407020AGAAAGAG,250.0,108205.0,10820500.0
Morphgesic SR_Tab 60mg,0407020Q0BNACAI,60.0,1210771.0,72646260.0
Zamadol SR_Cap 200mg,040702040BDAEAJ,200.0,631406.0,12628120.0
Tramadol HCl_Tab 300mg M/R,040702040AAAMAM,300.0,619611.0,18588330.0
Morph Sulf_Conc Soln 20mg/ml S/F,0407020Q0AAA6A6,20.0,1061703.0,21234060.0
Fencino_Transdermal Patch 25mcg/hr,0407020A0BQABAE,1.8,296888.0,53439839.57
Morphgesic SR 30mg tablets,0407020Q0BNABAL,30.0,7051179.0,211535370.0
BuTrans 15micrograms/hour transdermal patches,0407020B0BEADAK,2.52,241867.0,60950483.51
Longtec 30mg modified-release tablets,0407020ADBEAHAR,30.0,10947686.0,492645870.0
Zapain 30mg/500mg tablets,0407010F0BSAAAH,30.0,2224732298.0,6674196894.0
Lynlor 20mg capsules,0407020ADBHACAE,20.0,2294447.0,68833410.0
Oxycodone 20mg/2ml solution for injection ampoules,0407020ADAAAMAM,10.0,542303.0,16269090.0
Marol 200mg modified-release tablets (Teva),040702040BNADAE,200.0,26780269.0,535605380.0
Shortec liquid 1mg/ml oral solution,0407020ADBJAGAA,1.0,7727680.0,11591520.0
Butec 15micrograms/hour transdermal patches,0407020B0BHADAK,2.52,1466065.0,369448377.04
Remedeine tablets,0407010N0BGAAAH,20.0,14342160.0,28684320.0
Sevredol 20mg tablets,0407020Q0BHADCE,20.0,10171402.0,203428040.0
Lynlor 10mg capsules,0407020ADBHABAD,10.0,3801271.0,57019065.0
Longtec 5mg modified-release tablets,0407020ADBEAAAK,5.0,20213651.0,151602382.5
Tapentadol 50mg modified-release tablets,0407020AGAAACAC,50.0,16484034.0,329680680.0
Oxeltra 40mg modified-release tablets,0407020ADBLAEAH,40.0,561866.0,33711960.0
Butec 10micrograms/hour transdermal patches,0407020B0BHABAI,1.68,7143249.0,1200065822.4
Morphine 30mg modified-release capsules,0407020Q0AAEGEG,30.0,23263111.0,697893330.0
Morph Sulf_Tab 10mg M/R,0407020Q0AAAKAK,10.0,8383437.0,83834370.0
Targinact_Tab 5mg/2.5mg M/R,0407020AFBBACAC,5.0,904154.0,6781155.0
OxyNorm_Liq Conc 10mg/1ml S/F,0407020ADBBABAB,10.0,4528407.0,67926105.0
Morph Sulph_Inj 30mg/1ml Amp,0407020Q0AAADAD,30.0,221017.0,13261020.0
Physeptone_Tab 5mg,0407020M0BBAAAE,5.0,4299077.0,64486155.0
Tradorec XL_Tab 300mg,040702040BIACAM,300.0,135484.0,4064520.0
Codipar_Tab Eff 15mg/500mg,0407010F0BVACAW,15.0,57449.0,86173.5
Solpadeine Plus_Tab,0407010X0BMAAAJ,8.0,75588.0,60470.4
Morph Sulf_Cap 90mg M/R,0407020Q0AADUDU,90.0,46738.0,4206420.0
Zamadol SR_Cap 150mg,040702040BDADAI,150.0,319037.0,4785555.0
Fentanyl_Loz 1.2mg,0407020A0AAANAN,1.2,127416.0,19876896.0
Maxitram SR_Cap 200mg,040702040BPADAJ,200.0,446929.0,8938580.0
Methadone HCl_Cap 50mg,0407020M0AABLBL,50.0,902.0,135300.0
Tramulief SR_Tab 200mg,040702040BKACAE,200.0,1555364.0,31107280.0
Morph Sulf_Tab 5mg M/R,0407020Q0AACGCG,5.0,1141628.0,5708140.0
Morph Sulf_Gran Sach 30mg M/R,0407020Q0AACPCP,30.0,61654.0,1849620.0
Dihydrocodeine Tart_Liq Spec 10mg/5ml,0407020G0AAAPAP,2.0,591149.0,118229.8
Fentalis Reservoir_T/Derm Patch 50mcg/hr,0407020A0BGABAF,3.6,34339.0,12362039.9
OxyNorm_Inj 10mg/ml 2ml Amp,0407020ADBBAGAM,10.0,32918.0,987540.0
Mezolar Matrix_TransdermalPatch 50mcg/hr,0407020A0BFACAF,3.6,146470.0,52729199.58
Fentanyl_Tab Buccal 600mcg S/F,0407020A0AABFBF,0.6,20943.0,1633554.0
Longtec_Tab 20mg M/R,0407020ADBEACAG,20.0,472377.0,14171310.0
Zapain_Tab 30mg/500mg,0407010F0BSAAAH,30.0,163725084.0,491175252.0
Mst Continus_Susp Gran Sach 30mg,0407020Q0BBAGCP,30.0,253789.0,7613670.0
Tramquel SR_Cap 100mg,040702040BJABAH,100.0,159107.0,1591070.0
Oxycodone 5mg / Naloxone 2.5mg modified-release tablets,0407020AFAAACAC,5.0,2594088.0,19455660.0
Codeine 25mg/5ml oral solution,0407020C0AAABAB,5.0,46024671.0,23012335.5
Matrifen 50micrograms/hour transdermal patches,0407020A0BEACAF,3.6,4168077.0,1500507708.0
Fencino 50micrograms/hour transdermal patches,0407020A0BQACAF,3.6,2081833.0,749459874.0
Panitaz 20micrograms/hour transdermal patches,0407020B0BLACAJ,3.36,23832.0,8007551.94
Durogesic DTrans 75micrograms/hour transdermal patches,0407020A0BBAKAG,5.4,1015118.0,548163715.61
Matrifen 25micrograms/hour transdermal patches,0407020A0BEABAE,1.8,7537937.0,1356828649.15
MST Continus 15mg tablets,0407020Q0BBALCF,15.0,18754804.0,281322060.0
Morphine 5mg modified-release tablets,0407020Q0AACGCG,5.0,19773225.0,98866125.0
Sevodyne 20micrograms/hour transdermal patches,0407020B0BMACAJ,3.36,182557.0,61339151.51
Oxypro 10mg modified-release tablets,0407020ADBSABAF,10.0,1563327.0,23449905.0
Butec 20micrograms/hour transdermal patches,0407020B0BHACAJ,3.36,4290266.0,1441529364.47
Co-dydramol 20mg/500mg tablets,0407010N0AAAHAH,20.0,28176695.0,56353390.0
Morphgesic SR 10mg tablets,0407020Q0BNAAAK,10.0,9846299.0,98462990.0
Morphine 10mg modified-release capsules,0407020Q0AAEFEF,10.0,62071342.0,620713420.0
Oxycodone 20mg capsules,0407020ADAAAEAE,20.0,12376000.0,371280000.0
Fencino 12micrograms/hour transdermal patches,0407020A0BQAAAU,0.864,3208533.0,277217248.98
Longtec 40mg modified-release tablets,0407020ADBEADAH,40.0,20149635.0,1208978100.0
Buprenorphine 200microgram sublingual tablets sugar free,0407020B0AAABAB,0.2,28813419.0,345761028.0
Tramulief SR_Tab 150mg,040702040BKABAD,150.0,647712.0,9715680.0
Fentanyl_Tab Sublingual 600mcg S/F,0407020A0AABABA,0.6,57356.0,4473768.0
Pentazocine HCl_Cap 50mg,0407020T0AAAAAA,50.0,831981.0,15391648.5
Longtec_Tab 80mg M/R,0407020ADBEAEAI,80.0,155155.0,18618600.0
Abstral_Tab Sublingual 800mcg,0407020A0BJAFBB,0.8,19780.0,2057120.0
Tapentadol HCl_Tab 200mg M/R,0407020AGAAAFAF,200.0,188180.0,15054400.0
Tramadol HCl_Tab 400mg M/R,040702040AAANAN,400.0,623412.0,24936480.0
Fentalis Reservoir_T/Derm Patch100mcg/hr,0407020A0BGADAH,7.2,21272.0,15315839.88
Co-Codaprin Disper_Tab 8mg/400mg,0407010M0AAABAB,8.0,632966.0,506372.8
MXL_Cap 200mg,0407020Q0BIAFEI,200.0,354422.0,70884400.0
Dipipanone HCl/Cyclizine HCl_Tab 10/30mg,0407020H0AAABAB,10.0,3596444.0,17982220.0
Oxycodone HCl_Tab 60mg M/R,0407020ADAAAQAQ,60.0,1141216.0,102709440.0
Morph Sulph_Tab 200mg M/R,0407020Q0AAAGAG,200.0,363233.0,72646600.0
Pethidine HCl_Inj 50mg/ml 1ml Amp,0407020V0AAAAAA,50.0,183506.0,2202072.0
Zydol XL_Tab 200mg,040702040BBAHAE,200.0,83134.0,1662680.0
Actiq_Loz 600mcg,0407020A0BCACAK,0.6,16368.0,1276704.0
Morph Sulf_Cap 60mg M/R,0407020Q0AAEHEH,60.0,654180.0,39250800.0
Methadone HCl_Inj 10mg/ml 1ml Amp,0407020M0AAAVAV,10.0,285587.0,8567610.0
Fentanyl_Tab Sublingual 200mcg S/F,0407020A0AAAXAX,0.2,226887.0,5899062.0
Mezolar Matrix_TransdermalPatch 75mcg/hr,0407020A0BFADAG,5.4,73179.0,39516659.68
Dromadol SR_Tab 100mg,040702040BEABAC,100.0,16110.0,161100.0
Methadone HCl_Inj 10mg/ml 2ml Amp,0407020M0AAA3A3,10.0,71163.0,2134890.0
Osmanil_Transdermal Patch 75mcg/hr,0407020A0BLACAG,5.4,5283.0,2852819.98
Fentanyl_Loz 600mcg,0407020A0AAAKAK,0.6,301820.0,23541960.0
Shortec 10mg capsules,0407020ADBJABAD,10.0,26851812.0,402777180.0
Maxitram SR 100mg capsules,040702040BPABAH,100.0,4032800.0,40328000.0
Buprenorphine 70micrograms/hour transdermal patches,0407020B0AAAGAG,6.72,1080708.0,726235752.76
Fencino 100micrograms/hour transdermal patches,0407020A0BQAEAH,7.2,1329298.0,957094552.34
Tylex 30mg/500mg capsules,0407010F0BEAAAD,30.0,38835882.0,116507646.0
Bunov 10micrograms/hour transdermal patches,0407020B0BUABAI,1.68,144212.0,24227615.81
Transtec 52.5micrograms/hour transdermal patches,0407020B0BDABAF,5.04,709849.0,357763884.55
Bunov 20micrograms/hour transdermal patches,0407020B0BUACAJ,3.36,76362.0,25657631.79
Oxypro 5mg modified-release tablets,0407020ADBSAAAK,5.0,871580.0,6536850.0
Oxypro 20mg modified-release tablets,0407020ADBSADAG,20.0,1096724.0,32901720.0
Oxeltra 10mg modified-release tablets,0407020ADBLAFAF,10.0,1509455.0,22641825.0
Butec 5micrograms/hour transdermal patches,0407020B0BHAAAH,0.84,7432263.0,624310087.01
Fentanyl_Tab Sublingual 400mcg S/F,0407020A0AAAZAZ,0.4,127955.0,6653660.0
Diamorph HCl_Inj 100mg Vl (Dry),0407020K0AAEHEH,100.0,8957.0,2687100.0
Fentanyl_Loz 800mcg,0407020A0AAALAL,0.8,334293.0,34766472.0
Morph Sulph_Cap 90mg M/R,0407020Q0AADUDU,90.0,178824.0,16094160.0
Fentalis Reservoir_T/Derm Patch 75mcg/hr,0407020A0BGACAG,5.4,21885.0,11817899.91
Abstral_Tab Sublingual 400mcg,0407020A0BJADAZ,0.4,58770.0,3056040.0
Morph Sulf_Gran Sach 100mg M/R,0407020Q0AADDDD,100.0,12857.0,1285700.0
Diamorph HCl_Inj 5mg Vl (Dry),0407020K0AAEFEF,5.0,26232.0,393480.0
Morph Sulf_Tab 60mg M/R,0407020Q0AAAIAI,60.0,1541729.0,92503740.0
Morph Sulf_Cap 200mg M/R,0407020Q0AAEIEI,200.0,68721.0,13744200.0
Oxycodone HCl_Tab 120mg M/R,0407020ADAAAPAP,120.0,430600.0,77508000.0
Tapentadol HCl_Tab 100mg M/R,0407020AGAAADAD,100.0,626920.0,25076800.0
Panadol Ultra_Tab 12.8mg/500mg,0407010F0BIAAAP,12.8,65499.0,83838.72
Morph Sulph_Cap 150mg M/R,0407020Q0AADWDW,150.0,106940.0,16041000.0
Zamadol Melt_Orodisper Tab 50mg,040702040BDAGAT,50.0,247668.0,1238340.0
Morph Sulph_Gran Sach 60mg M/R,0407020Q0AADCDC,60.0,86282.0,5176920.0
Tramadol HCl_Oral Dps 100mg/ml,040702040AABBBB,100.0,25300.0,253000.0
Tramadol HCl_Inj 50mg/ml 2ml Amp,040702040AAABAB,50.0,35387.0,176935.0
Diamorph HCl_Inj 10mg Vl (Dry),0407020K0AAEGEG,10.0,39653.0,1189590.0
Fentanyl_Tab Buccal 400mcg S/F,0407020A0AABEBE,0.4,121918.0,6339736.0
Marol_Tab 150mg M/R (Teva),040702040BNAEAD,150.0,439650.0,6594750.0
Morph Sulf_Gran Sach 20mg M/R,0407020Q0AACVCV,20.0,95991.0,1919820.0
Diamorph HCl_Tab 10mg,0407020K0AACBCB,10.0,855665.0,8556650.0
Fentanyl_Tab Buccal 100mcg S/F,0407020A0AABCBC,0.1,159540.0,2074020.0
Longtec_Tab 10mg M/R,0407020ADBEABAF,10.0,533422.0,8001330.0
Osmanil_Transdermal Patch 25mcg/hr,0407020A0BLAAAE,1.8,11418.0,2055239.98
Morph Sulf_Inj 30mg/1ml Amp,0407020Q0AAADAD,30.0,66161.0,3969660.0
Zamadol 24hr_Tab 150mg,040702040BDAHAD,150.0,78033.0,1170495.0
Physeptone_Inj 10mg/ml 1ml Amp,0407020M0BBABAV,10.0,38608.0,1158240.0
Zydol 100_Inj 50mg/ml 2ml Amp,040702040BBABAB,50.0,802.0,4010.0
Zamadol 24hr_Tab 200mg,040702040BDAIAE,200.0,143792.0,2875840.0
Morph Sulf_Cap 150mg M/R,0407020Q0AADWDW,150.0,26596.0,3989400.0
Morph Sulph_Cap 120mg M/R,0407020Q0AADVDV,120.0,141244.0,16949280.0
Tramacet_Tab Eff 37.5mg/325mg,040702040BFABBA,37.5,493041.0,1848903.75
Mezolar Matrix_TransdermalPatch100mcg/hr,0407020A0BFAEAH,7.2,100649.0,72467279.42
Mst Continus_Susp Gran Sach 100mg,0407020Q0BBAIDD,100.0,69585.0,6958500.0
Zydol XL_Tab 150mg,040702040BBAGAD,150.0,47471.0,712065.0
Aspirin/Codeine Phos_Tab Disper 500/8mg,0407010W0AAADAD,8.0,123500.0,98800.0
Filnarine SR_Tab 10mg,0407020Q0BMAAAK,10.0,775142.0,7751420.0
Morph Sulf_Cap 100mg M/R,0407020Q0AAEBEB,100.0,269570.0,26957000.0
Filnarine SR_Tab 30mg,0407020Q0BMABAL,30.0,399449.0,11983470.0
Diamorph HCl_Inj 100mg Amp,0407020K0AAAFAF,100.0,537529.0,161258700.0
OxyNorm_Inj 10mg/ml 1ml Amp,0407020ADBBAFAL,10.0,85039.0,2551170.0
Palexia_SR Tab 50mg,0407020AGBBACAC,50.0,143966.0,2879320.0
Zamadol SR_Cap 50mg,040702040BDABAG,50.0,815152.0,4075760.0
Shortec liquid 5mg/5ml oral solution,0407020ADBJAGAA,1.0,30792251.0,46188376.5
Morphgesic SR 60mg tablets,0407020Q0BNACAI,60.0,1659625.0,99577500.0
Buprenorphine 400microgram sublingual tablets sugar free,0407020B0AAADAD,0.4,27473735.0,659369640.0
Lynlor 5mg capsules,0407020ADBHAAAC,5.0,4508479.0,33813592.5
Reletrans 5micrograms/hour transdermal patches,0407020B0BKAAAH,0.84,491593.0,41293811.67
Longtec 60mg modified-release tablets,0407020ADBEAIAQ,60.0,4883414.0,439507260.0
Bupeaze 70micrograms/hour transdermal patches,0407020B0BIACAG,6.72,119319.0,80182365.43
Mezolar Matrix 50micrograms/hour transdermal patches,0407020A0BFACAF,3.6,1010303.0,363709077.09
Renocontin 20mg modified-release tablets,0407020ADBRADAG,20.0,162143.0,4864290.0
Tapentadol 200mg modified-release tablets,0407020AGAAAFAF,200.0,3686206.0,294896480.0
Abstral_Tab Sublingual 100mcg,0407020A0BJAAAW,0.1,107042.0,1391546.0
Hydromorphone HCl_Cap 2.6mg,040702050AAADAD,2.6,685155.0,8907015.0
Zydol_Tab Solb 50mg,040702040BBAFAF,50.0,377386.0,1886930.0
Morph Sulf_Tab 100mg M/R,0407020Q0AAAHAH,100.0,479105.0,47910500.0
Palladone-SR_Cap 4mg,040702050BBADAG,4.0,101317.0,2026340.0
Maxitram SR_Cap 150mg,040702040BPACAI,150.0,274129.0,4111935.0
Solpadol 30mg/500mg caplets,0407010F0BGABAH,30.0,66728368.0,200185104.0
Oxycodone 20mg modified-release tablets,0407020ADAAAGAG,20.0,21345283.0,640358490.0
BuTrans 5micrograms/hour transdermal patches,0407020B0BEAAAH,0.84,2837609.0,238359154.09
Morphine 100mg modified-release tablets,0407020Q0AAAHAH,100.0,2716480.0,271648000.0
Oxycodone 30mg modified-release tablets,0407020ADAAARAR,30.0,6918771.0,311344695.0
Dihydrocodeine 60mg modified-release tablets,0407020G0AAADAD,60.0,59601412.0,357608472.0
Kapake 30mg/500mg tablets,0407010F0BHAAAH,30.0,37179405.0,111538215.0
Tramulief SR 100mg tablets,040702040BKAAAC,100.0,26990913.0,269909130.0
Pethidine 100mg/2ml solution for injection ampoules,0407020V0AAAEAE,50.0,162430.0,1949160.0
Maxitram SR 200mg capsules,040702040BPADAJ,200.0,1624173.0,32483460.0
Tramadol 50mg capsules,040702040AAAAAA,50.0,3987333548.0,19936667740.0
OxyNorm 10mg capsules,0407020ADBBADAD,10.0,10508122.0,157621830.0
Mabron 100mg modified-release tablets (Morningside),040702040BHAAAC,100.0,856128.0,8561280.0
Longtec 80mg modified-release tablets,0407020ADBEAEAI,80.0,8461955.0,1015434600.0
Dihydrocodeine 40mg tablets,0407020G0AAAIAI,40.0,10503276.0,42013104.0
Targinact 10mg/5mg modified-release tablets,0407020AFBBAAAA,10.0,3080584.0,46208760.0
Morphine 60mg modified-release tablets,0407020Q0AAAIAI,60.0,10563613.0,633816780.0
MST Continus suspension 30mg granules sachets,0407020Q0BBAGCP,30.0,485447.0,14563410.0
Solpadol 30mg/500mg capsules,0407010F0BGACAD,30.0,17611155.0,52833465.0
Fentanyl 400microgram sublingual tablets sugar free,0407020A0AAAZAZ,0.4,128346.0,6673992.0
Zydol XL 200mg tablets,040702040BBAHAE,200.0,172643.0,3452860.0
Solpadol 30mg/500mg effervescent tablets,0407010F0BGAAAF,30.0,83491283.0,250473849.0
Transtec 35micrograms/hour transdermal patches,0407020B0BDAAAE,3.36,971968.0,326581237.55
Transtec 70micrograms/hour transdermal patches,0407020B0BDACAG,6.72,659591.0,443245137.82
Tapentadol 50mg tablets,0407020AGAAAAAA,50.0,13227309.0,264546180.0
Zydol 50mg capsules,040702040BBAAAA,50.0,4748757.0,23743785.0
Longtec 15mg modified-release tablets,0407020ADBEAGAS,15.0,5638086.0,126856935.0
Zamadol SR 50mg capsules,040702040BDABAG,50.0,898059.0,4490295.0
Sevredol 50mg tablets,0407020Q0BHAFDR,50.0,2711936.0,135596800.0
Oxypro 30mg modified-release tablets,0407020ADBSAEAR,30.0,488608.0,21987360.0
Zamadol Melt 50mg tablets,040702040BDAGAT,50.0,579414.0,2897070.0
Fencino 75micrograms/hour transdermal patches,0407020A0BQADAG,5.4,943824.0,509664955.92
Oxycodone 40mg modified-release tablets,0407020ADAAAHAH,40.0,10825911.0,649554660.0
Solpadeine Plus tablets,0407010X0BMAAAJ,8.0,134141.0,107312.8
Tramulief SR 150mg tablets,040702040BKABAD,150.0,4628535.0,69428025.0
MST Continus 60mg tablets,0407020Q0BBACAI,60.0,18430856.0,1105851360.0
Fentalis Reservoir_T/Derm Patch 25mcg/hr,0407020A0BGAAAE,1.8,42990.0,7738199.94
Tramquel SR_Cap 150mg,040702040BJACAI,150.0,43839.0,657585.0
Longtec_Tab 40mg M/R,0407020ADBEADAH,40.0,268925.0,16135500.0
OxyContin 30mg modified-release tablets,0407020ADBCAHAR,30.0,2476605.0,111447225.0
Oxycodone 40mg / Naloxone 20mg modified-release tablets,0407020AFAAADAD,40.0,1835936.0,110156160.0
Durogesic DTrans 100micrograms/hour transdermal patches,0407020A0BBALAH,7.2,1630112.0,1173680630.61
Temgesic 200microgram sublingual tablets,0407020B0BBAAAB,0.2,5963883.0,71566596.0
DHC Continus 90mg tablets,0407020G0BBABAE,90.0,1233934.0,11105406.0
Maneo 100mg modified-release tablets,040702040BUAAAC,100.0,82866.0,828660.0
Oxycodone 10mg/1ml solution for injection ampoules,0407020ADAAALAL,10.0,2345321.0,70359630.0
Diamorphine 500mg powder for solution for injection ampoules,0407020K0AAAGAG,500.0,24286.0,36429000.0
Co-codamol 15mg/500mg effervescent tablets sugar free,0407010F0AAAWAW,15.0,19114726.0,28672089.0
Tramadol 50mg orodispersible tablets sugar free,040702040AAATAT,50.0,4821427.0,24107135.0
Zamadol 24hr 300mg modified-release tablets,040702040BDAJAM,300.0,85844.0,2575320.0
Tapentadol 150mg modified-release tablets,0407020AGAAAEAE,150.0,3626983.0,217618980.0
Fentanyl 75micrograms/hour transdermal patches,0407020A0AAAGAG,5.4,1416208.0,764752313.88
Matrifen 75micrograms/hour transdermal patches,0407020A0BEADAG,5.4,1879622.0,1014995871.88
Reletrans 20micrograms/hour transdermal patches,0407020B0BKADAJ,3.36,294743.0,99033647.21
Diamorphine 100mg powder for solution for injection ampoules,0407020K0AAAFAF,100.0,652492.0,195747600.0
Morphine 60mg modified-release capsules,0407020Q0AAEHEH,60.0,6643279.0,398596740.0
DHC Continus 120mg tablets,0407020G0BBACAF,120.0,2247523.0,26970276.0
Mezolar Matrix 75micrograms/hour transdermal patches,0407020A0BFADAG,5.4,508406.0,274539237.8
Hapoctasin 35micrograms/hour transdermal patches,0407020B0BGAAAE,3.36,115026.0,38648734.76
OxyContin 15mg modified-release tablets,0407020ADBCAIAS,15.0,1013513.0,22804042.5
Reltebon 30mg modified-release tablets,0407020ADBKAGAR,30.0,805853.0,36263385.0
Temgesic 400microgram sublingual tablets,0407020B0BBADAD,0.4,2466027.0,59184648.0
Shortec 20mg capsules,0407020ADBJACAE,20.0,14192386.0,425771580.0
Dipipanone 10mg / Cyclizine 30mg tablets,0407020H0AAABAB,10.0,2658545.0,13292725.0
Tramquel SR 100mg capsules,040702040BJABAH,100.0,370636.0,3706360.0
Methadone HCl_Inj 50mg/ml 1ml Amp,0407020M0AAACAC,50.0,354627.0,53194050.0
OxyNorm 20mg capsules,0407020ADBBAEAE,20.0,6666880.0,200006400.0
Targinact 20mg/10mg modified-release tablets,0407020AFBBABAB,20.0,2673552.0,80206560.0
Morphine 20mg tablets,0407020Q0AACECE,20.0,8452768.0,169055360.0
Morphine sulfate 20mg/1ml solution for injection ampoules,0407020Q0AAAFAF,20.0,354380.0,14175200.0
Morphine sulfate 60mg/2ml solution for injection ampoules,0407020Q0AAAMAM,30.0,131109.0,7866540.0
Tramacet 37.5mg/325mg tablets,040702040BFAAAU,37.5,15995567.0,59983376.25
Osmanil_Transdermal Patch 100mcg/hr,0407020A0BLADAH,7.2,6170.0,4442399.96
Dihydrocodeine Tart_Inj 50mg/ml 1ml Amp,0407020G0AAABAB,50.0,16113.0,80565.0
Mezolar Matrix 37.5microgram/hour transdermal patches,0407020A0BFAFBW,2.7,486068.0,131238358.95
Tradorec XL 200mg tablets,040702040BIABAE,200.0,501681.0,10033620.0
Zydol SR 200mg tablets,040702040BBAEAE,200.0,1684858.0,33697160.0
OxyContin 5mg modified-release tablets,0407020ADBCAEAK,5.0,3929367.0,29470252.5
Zamadol SR 100mg capsules,040702040BDACAH,100.0,1947953.0,19479530.0
Morphine 20mg modified-release granules sachets sugar free,0407020Q0AACVCV,20.0,999545.0,19990900.0
MST Continus 100mg tablets,0407020Q0BBADAH,100.0,6402052.0,640205200.0
Morphine 200mg modified-release tablets,0407020Q0AAAGAG,200.0,317446.0,63489200.0
OxyContin 40mg modified-release tablets,0407020ADBCACAH,40.0,4485725.0,269143500.0
Oramorph 20mg/ml concentrated oral solution,0407020Q0BCABA6,20.0,9172402.0,183448040.0
OxyNorm 5mg capsules,0407020ADBBACAC,5.0,11682384.0,87617880.0
Sevodyne 10micrograms/hour transdermal patches,0407020B0BMABAI,1.68,311592.0,52347455.58
Bunov 5micrograms/hour transdermal patches,0407020B0BUAAAH,0.84,163101.0,13700483.89
Mezolar Matrix 12micrograms/hour transdermal patches,0407020A0BFAAAU,0.864,1401039.0,121049768.63
Hapoctasin 70micrograms/hour transdermal patches,0407020B0BGACAG,6.72,63651.0,42773470.63
OxyContin 80mg modified-release tablets,0407020ADBCADAI,80.0,2349148.0,281897760.0
Tapentadol 75mg tablets,0407020AGAAABAB,75.0,854945.0,25648350.0
MXL 120mg capsules,0407020Q0BIADDV,120.0,380397.0,45647640.0
Fentanyl 200microgram lozenges,0407020A0AAAIAI,0.2,1723707.0,44816382.0
Zomorph 200mg modified-release capsules,0407020Q0BKAEEI,200.0,2537879.0,507575800.0
Kapake 30mg/500mg capsules,0407010F0BHADAD,30.0,13800101.0,41400303.0
Tramadol 300mg modified-release tablets,040702040AAAMAM,300.0,705017.0,21150510.0
Reletrans 10micrograms/hour transdermal patches,0407020B0BKABAI,1.68,482913.0,81129383.35
Longtec 120mg modified-release tablets,0407020ADBEAFAP,120.0,1548058.0,278650440.0
OxyNorm 50mg/1ml solution for injection ampoules,0407020ADBBAHAN,50.0,22090.0,3313500.0
OxyNorm 10mg/1ml solution for injection ampoules,0407020ADBBAFAL,10.0,103243.0,3097290.0
Tramadol 400mg modified-release tablets,040702040AAANAN,400.0,732690.0,29307600.0
Zamadol SR 150mg capsules,040702040BDADAI,150.0,396151.0,5942265.0
Reltebon 20mg modified-release tablets,0407020ADBKACAG,20.0,2434101.0,73023030.0
Tramulief SR 200mg tablets,040702040BKACAE,200.0,11377883.0,227557660.0
MXL 60mg capsules,0407020Q0BIABEH,60.0,382304.0,22938240.0
Abstral 400microgram sublingual tablets,0407020A0BJADAZ,0.4,302357.0,15722564.0
Fentanyl 300microgram sublingual tablets sugar free,0407020A0AAAYAY,0.3,77470.0,3021330.0
DHC Continus 60mg tablets,0407020G0BBAAAD,60.0,6471988.0,38831928.0
